2.051,-0.01,-0.01
2.075,-0.01,-0.29
2.083,-0.02,-0.29
2.085,-0.02,-0.29
2.087,-0.03,-1.15
2.093,-0.03,-1.15
2.095,-0.03,-1.15
2.097,-0.04,-1.15
2.099,-0.05,-1.73
2.101,-0.06,-1.73
2.103,-0.06,-1.73
2.105,-0.06,-1.73
2.107,-0.07,-1.73
2.109,-0.08,-1.73
2.111,-0.08,-2.88
2.114,-0.09,-2.88
2.116,-0.1,-2.88
2.118,-0.11,-2.88
2.12,-0.12,-2.88
2.122,-0.12,-3.77
2.124,-0.14,-3.77
2.126,-0.15,-3.77
2.128,-0.16,-3.77
2.13,-0.17,-3.77
2.132,-0.18,-3.77
2.136,-0.19,-4.78
2.138,-0.2,-4.78
2.14,-0.21,-4.78
2.142,-0.23,-4.78
2.144,-0.24,-4.78
2.146,-0.26,-6.28
2.148,-0.27,-6.28
2.15,-0.28,-6.28
2.152,-0.3,-6.28
2.154,-0.31,-6.28
2.157,-0.32,-6.28
2.159,-0.35,-6.91
2.161,-0.36,-6.91
2.163,-0.38,-6.91
2.165,-0.39,-6.91
2.167,-0.41,-6.91
2.169,-0.43,-6.91
2.171,-0.45,-8.63
2.174,-0.47,-8.63
2.177,-0.49,-8.63
2.179,-0.51,-8.63
2.181,-0.52,-8.63
2.183,-0.55,-8.06
2.185,-0.57,-8.06
2.187,-0.59,-8.06
2.189,-0.61,-8.06
2.191,-0.64,-8.06
2.193,-0.66,-8.06
2.196,-0.68,-10.94
2.198,-0.7,-10.94
2.2,-0.73,-10.94
2.202,-0.75,-10.94
2.204,-0.77,-10.94
2.206,-0.79,-10.67
2.209,-0.82,-10.67
2.211,-0.84,-10.67
2.213,-0.87,-10.67
2.215,-0.89,-10.67
2.217,-0.92,-11.3
2.22,-0.95,-11.3
2.223,-0.97,-11.3
2.225,-0.99,-11.3
2.227,-1.02,-11.3
2.229,-1.05,-10.36
2.231,-1.07,-10.36
2.233,-1.1,-10.36
2.236,-1.13,-10.36
2.238,-1.15,-10.36
2.24,-1.17,-11.93
2.242,-1.2,-11.93
2.244,-1.22,-11.93
2.246,-1.25,-11.93
2.249,-1.27,-11.93
2.251,-1.3,-11.3
2.253,-1.33,-11.3
2.255,-1.35,-11.3
2.258,-1.37,-11.3
2.26,-1.4,-11.3
2.263,-1.42,-10.36
2.265,-1.44,-10.36
2.268,-1.47,-10.36
2.27,-1.49,-10.36
2.272,-1.51,-10.36
2.274,-1.54,-10.67
2.276,-1.56,-10.67
2.279,-1.58,-10.67
2.281,-1.6,-10.67
2.283,-1.62,-10.67
2.286,-1.64,-9.42
2.288,-1.66,-9.42
2.29,-1.69,-9.42
2.292,-1.7,-9.42
2.294,-1.72,-9.42
2.296,-1.74,-8.79
2.298,-1.75,-8.79
2.301,-1.78,-8.79
2.304,-1.8,-8.79
2.306,-1.81,-8.79
2.308,-1.83,-7.48
2.31,-1.84,-7.48
2.312,-1.86,-7.48
2.314,-1.88,-7.48
2.317,-1.89,-7.48
2.319,-1.91,-6.91
2.321,-1.93,-6.91
2.323,-1.94,-6.91
2.325,-1.95,-6.91
2.327,-1.97,-6.91
2.33,-1.98,-6.91
2.332,-2.0,-6.91
2.334,-2.01,-6.91
2.336,-2.02,-6.91
2.338,-2.04,-6.91
2.34,-2.05,-6.91
2.343,-2.07,-6.91
2.345,-2.08,-6.91
2.348,-2.09,-6.91
2.35,-2.11,-6.91
2.352,-2.11,-6.91
2.354,-2.13,-5.18
2.357,-2.14,-5.18
2.359,-2.15,-5.18
2.361,-2.16,-5.18
2.363,-2.17,-5.18
2.365,-2.18,-5.02
2.367,-2.19,-5.02
2.369,-2.2,-5.02
2.372,-2.21,-5.02
2.374,-2.22,-5.02
2.376,-2.23,-4.4
2.378,-2.24,-4.4
2.38,-2.25,-4.4
2.382,-2.26,-4.4
2.385,-2.27,-4.4
2.387,-2.27,-3.77
2.39,-2.28,-3.77
2.392,-2.29,-3.77
2.394,-2.29,-3.77
2.396,-2.31,-3.77
2.399,-2.31,-3.77
2.401,-2.32,-3.77
2.403,-2.33,-3.77
2.405,-2.33,-3.77
2.407,-2.33,-3.77
2.409,-2.34,-2.51
2.412,-2.35,-2.51
2.414,-2.36,-2.51
2.416,-2.36,-2.51
2.418,-2.36,-2.51
2.42,-2.37,-2.51
2.422,-2.38,-2.51
2.424,-2.38,-2.51
2.427,-2.38,-2.51
2.429,-2.39,-2.51
2.432,-2.39,-1.73
2.434,-2.4,-1.73
2.436,-2.4,-1.73
2.438,-2.4,-1.73
2.441,-2.4,-1.73
2.443,-2.41,-1.88
2.449,-2.42,-1.88
2.451,-2.42,-1.88
2.453,-2.42,-1.88
2.455,-2.42,-0.58
2.459,-2.42,-0.58
2.461,-2.42,-0.58
2.463,-2.42,-0.58
2.466,-2.42,-0.63
2.62,-2.42,0.04
2.902,-2.42,-0.02
2.916,-2.43,-0.43
2.921,-2.44,-0.43
2.923,-2.44,-0.43
2.925,-2.44,-0.43
2.927,-2.44,-1.26
2.929,-2.45,-1.26
2.931,-2.45,-1.26
2.934,-2.46,-1.26
2.936,-2.46,-1.26
2.938,-2.47,-1.88
2.94,-2.47,-1.88
2.942,-2.48,-1.88
2.945,-2.48,-1.88
2.947,-2.49,-1.88
2.949,-2.49,-2.51
2.951,-2.5,-2.51
2.954,-2.51,-2.51
2.956,-2.51,-2.51
2.958,-2.52,-2.51
2.96,-2.53,-3.14
2.962,-2.53,-3.14
2.964,-2.54,-3.14
2.966,-2.55,-3.14
2.968,-2.56,-3.14
2.97,-2.57,-3.14
2.973,-2.58,-4.03
2.975,-2.58,-4.03
2.977,-2.6,-4.03
2.979,-2.6,-4.03
2.981,-2.62,-4.03
2.983,-2.62,-4.4
2.985,-2.64,-4.4
2.988,-2.65,-4.4
2.99,-2.67,-4.4
2.993,-2.67,-4.4
2.995,-2.69,-5.18
2.997,-2.71,-5.18
2.999,-2.71,-5.18
3.001,-2.74,-5.18
3.003,-2.75,-5.18
3.005,-2.76,-5.18
3.007,-2.78,-7.48
3.01,-2.8,-7.48
3.012,-2.81,-7.48
3.014,-2.83,-7.48
3.016,-2.85,-7.48
3.018,-2.87,-8.16
3.02,-2.89,-8.16
3.022,-2.91,-8.16
3.024,-2.93,-8.16
3.026,-2.95,-8.16
3.03,-2.97,-8.63
3.032,-2.99,-8.63
3.034,-3.02,-8.63
3.036,-3.04,-8.63
3.038,-3.06,-8.63
3.04,-3.09,-8.63
3.042,-3.11,-11.51
3.045,-3.14,-11.51
3.047,-3.16,-11.51
3.049,-3.19,-11.51
3.051,-3.22,-11.51
3.053,-3.25,-12.56
3.056,-3.27,-12.56
3.058,-3.31,-12.56
3.06,-3.34,-12.56
3.062,-3.36,-12.56
3.064,-3.4,-13.81
3.066,-3.43,-13.81
3.069,-3.46,-13.81
3.072,-3.49,-13.81
3.074,-3.52,-13.81
